# dataset: GeoCSV 2.0
# delimiter: ,
# SID: TA_M65A__BHZ
# sample_count: 4801
# sample_rate_hz: 40
# start_time: 2020-11-08T14:10:00.000000Z
# latitude_deg: 41.562
# longitude_deg: -70.646599
# elevation_m: 22.0
# depth_m: 0.0
# azimuth_deg: 0.0
# dip_deg: -90
# instrument: Streckeisen STS-2 G3/Quanterra 330 Linear Phase Co
# scale_factor: 6.27192E8
# scale_frequency_hz: 0.2
# scale_units: M/S
# field_unit: UTC, Counts
# field_type: datetime, INTEGER
Time, Sample
2020-11-08T14:10:03.300000Z, 2841
2020-11-08T14:10:03.325000Z, 2994
2020-11-08T14:10:03.350000Z, 2981
2020-11-08T14:10:03.375000Z, 2913
2020-11-08T14:10:03.400000Z, 2919
2020-11-08T14:10:03.425000Z, 3009
2020-11-08T14:10:03.450000Z, 3068
2020-11-08T14:10:03.475000Z, 3011
2020-11-08T14:10:03.500000Z, 3025
2020-11-08T14:10:03.525000Z, 3013
2020-11-08T14:10:03.550000Z, 2953
2020-11-08T14:10:03.575000Z, 2990
2020-11-08T14:10:03.600000Z, 3023
2020-11-08T14:10:03.625000Z, 3000
2020-11-08T14:10:03.650000Z, 2898
2020-11-08T14:10:03.675000Z, 2828
2020-11-08T14:10:03.700000Z, 2896
2020-11-08T14:10:03.725000Z, 2891
2020-11-08T14:10:03.750000Z, 2800
2020-11-08T14:10:03.775000Z, 2843
2020-11-08T14:10:03.800000Z, 2890
2020-11-08T14:10:03.825000Z, 2901
2020-11-08T14:10:03.850000Z, 2990
2020-11-08T14:10:03.875000Z, 2938
2020-11-08T14:10:03.900000Z, 2835
2020-11-08T14:10:03.925000Z, 2789
2020-11-08T14:10:03.950000Z, 2725
2020-11-08T14:10:03.975000Z, 2788
2020-11-08T14:10:04.000000Z, 2784
2020-11-08T14:10:04.025000Z, 2647
2020-11-08T14:10:04.050000Z, 2605
2020-11-08T14:10:04.075000Z, 2591
2020-11-08T14:10:04.100000Z, 2557
2020-11-08T14:10:04.125000Z, 2672
2020-11-08T14:10:04.150000Z, 2805
2020-11-08T14:10:04.175000Z, 2674
2020-11-08T14:10:04.200000Z, 2599
2020-11-08T14:10:04.225000Z, 2721
2020-11-08T14:10:04.250000Z, 2743
2020-11-08T14:10:04.275000Z, 2659
2020-11-08T14:10:04.300000Z, 2573
2020-11-08T14:10:04.325000Z, 2578
2020-11-08T14:10:04.350000Z, 2565
2020-11-08T14:10:04.375000Z, 2459
2020-11-08T14:10:04.400000Z, 2525
2020-11-08T14:10:04.425000Z, 2588
2020-11-08T14:10:04.450000Z, 2413
2020-11-08T14:10:04.475000Z, 2376
2020-11-08T14:10:04.500000Z, 2358
2020-11-08T14:10:04.525000Z, 2256
2020-11-08T14:10:04.550000Z, 2441
2020-11-08T14:10:04.575000Z, 2480
2020-11-08T14:10:04.600000Z, 2297
2020-11-08T14:10:04.625000Z, 2295
2020-11-08T14:10:04.650000Z, 2317
2020-11-08T14:10:04.675000Z, 2371
2020-11-08T14:10:04.700000Z, 2320
2020-11-08T14:10:04.725000Z, 2162
2020-11-08T14:10:04.750000Z, 2236
2020-11-08T14:10:04.775000Z, 2303
2020-11-08T14:10:04.800000Z, 2275
2020-11-08T14:10:04.825000Z, 2390
2020-11-08T14:10:04.850000Z, 2407
2020-11-08T14:10:04.875000Z, 2460
2020-11-08T14:10:04.900000Z, 2740
2020-11-08T14:10:04.925000Z, 2744
2020-11-08T14:10:04.950000Z, 2648
2020-11-08T14:10:04.975000Z, 2665
2020-11-08T14:10:05.000000Z, 2540
2020-11-08T14:10:05.025000Z, 2408
2020-11-08T14:10:05.050000Z, 2244
2020-11-08T14:10:05.075000Z, 2184
2020-11-08T14:10:05.100000Z, 2183
2020-11-08T14:10:05.125000Z, 2059
2020-11-08T14:10:05.150000Z, 2168
2020-11-08T14:10:05.175000Z, 2223
2020-11-08T14:10:05.200000Z, 2060
2020-11-08T14:10:05.225000Z, 2201
2020-11-08T14:10:05.250000Z, 2399
2020-11-08T14:10:05.275000Z, 2408
2020-11-08T14:10:05.300000Z, 2481
2020-11-08T14:10:05.325000Z, 2578
2020-11-08T14:10:05.350000Z, 2710
2020-11-08T14:10:05.375000Z, 2722
2020-11-08T14:10:05.400000Z, 2617
2020-11-08T14:10:05.425000Z, 2688
2020-11-08T14:10:05.450000Z, 2674
2020-11-08T14:10:05.475000Z, 2682
2020-11-08T14:10:05.500000Z, 2773
2020-11-08T14:10:05.525000Z, 2672
2020-11-08T14:10:05.550000Z, 2711
2020-11-08T14:10:05.575000Z, 2695
2020-11-08T14:10:05.600000Z, 2533
2020-11-08T14:10:05.625000Z, 2637
2020-11-08T14:10:05.650000Z, 2713
2020-11-08T14:10:05.675000Z, 2759
2020-11-08T14:10:05.700000Z, 2829
2020-11-08T14:10:05.725000Z, 2629
2020-11-08T14:10:05.750000Z, 2667
2020-11-08T14:10:05.775000Z, 2859
2020-11-08T14:10:05.800000Z, 2761
2020-11-08T14:10:05.825000Z, 2738
2020-11-08T14:10:05.850000Z, 2656
2020-11-08T14:10:05.875000Z, 2557
2020-11-08T14:10:05.900000Z, 2582
2020-11-08T14:10:05.925000Z, 2541
2020-11-08T14:10:05.950000Z, 2747
2020-11-08T14:10:05.975000Z, 2938
2020-11-08T14:10:06.000000Z, 2741
2020-11-08T14:10:06.025000Z, 2708
2020-11-08T14:10:06.050000Z, 2879
2020-11-08T14:10:06.075000Z, 2795
2020-11-08T14:10:06.100000Z, 2503
2020-11-08T14:10:06.125000Z, 2343
2020-11-08T14:10:06.150000Z, 2536
2020-11-08T14:10:06.175000Z, 2681
2020-11-08T14:10:06.200000Z, 2558
2020-11-08T14:10:06.225000Z, 2599
2020-11-08T14:10:06.250000Z, 2698
2020-11-08T14:10:06.275000Z, 2622
2020-11-08T14:10:06.300000Z, 2648
2020-11-08T14:10:06.325000Z, 2839
2020-11-08T14:10:06.350000Z, 2995
2020-11-08T14:10:06.375000Z, 3020
2020-11-08T14:10:06.400000Z, 2898
2020-11-08T14:10:06.425000Z, 2778
2020-11-08T14:10:06.450000Z, 2650
2020-11-08T14:10:06.475000Z, 2477
2020-11-08T14:10:06.500000Z, 2511
2020-11-08T14:10:06.525000Z, 2627
2020-11-08T14:10:06.550000Z, 2648
2020-11-08T14:10:06.575000Z, 2550
2020-11-08T14:10:06.600000Z, 2406
2020-11-08T14:10:06.625000Z, 2474
2020-11-08T14:10:06.650000Z, 2470
2020-11-08T14:10:06.675000Z, 2355
2020-11-08T14:10:06.700000Z, 2503
2020-11-08T14:10:06.725000Z, 2612
2020-11-08T14:10:06.750000Z, 2626
2020-11-08T14:10:06.775000Z, 2767
2020-11-08T14:10:06.800000Z, 2711
2020-11-08T14:10:06.825000Z, 2501
2020-11-08T14:10:06.850000Z, 2493
2020-11-08T14:10:06.875000Z, 2679
2020-11-08T14:10:06.900000Z, 2855
2020-11-08T14:10:06.925000Z, 2828
2020-11-08T14:10:06.950000Z, 2836
2020-11-08T14:10:06.975000Z, 2908
2020-11-08T14:10:07.000000Z, 2752
2020-11-08T14:10:07.025000Z, 2661
2020-11-08T14:10:07.050000Z, 2651
2020-11-08T14:10:07.075000Z, 2677
2020-11-08T14:10:07.100000Z, 2894
2020-11-08T14:10:07.125000Z, 2908
2020-11-08T14:10:07.150000Z, 2850
2020-11-08T14:10:07.175000Z, 2777
2020-11-08T14:10:07.200000Z, 2535
2020-11-08T14:10:07.225000Z, 2634
2020-11-08T14:10:07.250000Z, 2726
2020-11-08T14:10:07.275000Z, 2606
2020-11-08T14:10:07.300000Z, 2684
2020-11-08T14:10:07.325000Z, 2598
2020-11-08T14:10:07.350000Z, 2546
2020-11-08T14:10:07.375000Z, 2679
2020-11-08T14:10:07.400000Z, 2639
2020-11-08T14:10:07.425000Z, 2726
2020-11-08T14:10:07.450000Z, 2916
2020-11-08T14:10:07.475000Z, 3054
2020-11-08T14:10:07.500000Z, 3086
2020-11-08T14:10:07.525000Z, 2922
2020-11-08T14:10:07.550000Z, 2870
2020-11-08T14:10:07.575000Z, 2846
2020-11-08T14:10:07.600000Z, 2826
2020-11-08T14:10:07.625000Z, 2980
2020-11-08T14:10:07.650000Z, 3008
2020-11-08T14:10:07.675000Z, 2913
2020-11-08T14:10:07.700000Z, 2848
2020-11-08T14:10:07.725000Z, 2759
2020-11-08T14:10:07.750000Z, 2780
2020-11-08T14:10:07.775000Z, 2855
2020-11-08T14:10:07.800000Z, 2939
2020-11-08T14:10:07.825000Z, 3099
2020-11-08T14:10:07.850000Z, 2948
2020-11-08T14:10:07.875000Z, 2783
2020-11-08T14:10:07.900000Z, 2921
2020-11-08T14:10:07.925000Z, 2788
2020-11-08T14:10:07.950000Z, 2811
2020-11-08T14:10:07.975000Z, 3034
2020-11-08T14:10:08.000000Z, 2881
2020-11-08T14:10:08.025000Z, 2902
2020-11-08T14:10:08.050000Z, 3030
2020-11-08T14:10:08.075000Z, 2977
2020-11-08T14:10:08.100000Z, 3070
2020-11-08T14:10:08.125000Z, 3172
2020-11-08T14:10:08.150000Z, 3228
2020-11-08T14:10:08.175000Z, 3204
2020-11-08T14:10:08.200000Z, 3082
